Image,Path,Subject,Distance,Focal
S45d05f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d05/f27/S45d05f27_i12.png,45,0.5,27
S45d05f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d05/f27/S45d05f27_i13.png,45,0.5,27
S45d07f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i0.png,45,0.7,27
S45d07f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i1.png,45,0.7,27
S45d07f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i2.png,45,0.7,27
S45d07f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i3.png,45,0.7,27
S45d07f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i4.png,45,0.7,27
S45d07f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i5.png,45,0.7,27
S45d07f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i6.png,45,0.7,27
S45d07f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i7.png,45,0.7,27
S45d07f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i8.png,45,0.7,27
S45d07f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i9.png,45,0.7,27
S45d07f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i10.png,45,0.7,27
S45d07f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i11.png,45,0.7,27
S45d07f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i12.png,45,0.7,27
S45d07f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d07/f27/S45d07f27_i13.png,45,0.7,27
S45d09f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i0.png,45,0.9,27
S45d09f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i1.png,45,0.9,27
S45d09f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i2.png,45,0.9,27
S45d09f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i3.png,45,0.9,27
S45d09f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i4.png,45,0.9,27
S45d09f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i5.png,45,0.9,27
S45d09f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i6.png,45,0.9,27
S45d09f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i7.png,45,0.9,27
S45d09f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i8.png,45,0.9,27
S45d09f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i9.png,45,0.9,27
S45d09f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i10.png,45,0.9,27
S45d09f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i11.png,45,0.9,27
S45d09f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i12.png,45,0.9,27
S45d09f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d09/f27/S45d09f27_i13.png,45,0.9,27
S45d1f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i0.png,45,1,27
S45d1f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i1.png,45,1,27
S45d1f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i2.png,45,1,27
S45d1f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i3.png,45,1,27
S45d1f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i4.png,45,1,27
S45d1f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i5.png,45,1,27
S45d1f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i6.png,45,1,27
S45d1f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i7.png,45,1,27
S45d1f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i8.png,45,1,27
S45d1f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i9.png,45,1,27
S45d1f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i10.png,45,1,27
S45d1f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i11.png,45,1,27
S45d1f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i12.png,45,1,27
S45d1f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d1/f27/S45d1f27_i13.png,45,1,27
S45d14f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i0.png,45,1.4,27
S45d14f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i1.png,45,1.4,27
S45d14f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i2.png,45,1.4,27
S45d14f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i3.png,45,1.4,27
S45d14f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i4.png,45,1.4,27
S45d14f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i5.png,45,1.4,27
S45d14f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i6.png,45,1.4,27
S45d14f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i7.png,45,1.4,27
S45d14f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i8.png,45,1.4,27
S45d14f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i9.png,45,1.4,27
S45d14f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i10.png,45,1.4,27
S45d14f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i11.png,45,1.4,27
S45d14f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i12.png,45,1.4,27
S45d14f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d14/f27/S45d14f27_i13.png,45,1.4,27
S45d18f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i0.png,45,1.8,27
S45d18f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i1.png,45,1.8,27
S45d18f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i2.png,45,1.8,27
S45d18f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i3.png,45,1.8,27
S45d18f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i4.png,45,1.8,27
S45d18f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i5.png,45,1.8,27
S45d18f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i6.png,45,1.8,27
S45d18f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i7.png,45,1.8,27
S45d18f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i8.png,45,1.8,27
S45d18f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i9.png,45,1.8,27
S45d18f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i10.png,45,1.8,27
S45d18f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i11.png,45,1.8,27
S45d18f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i12.png,45,1.8,27
S45d18f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d18/f27/S45d18f27_i13.png,45,1.8,27
S45d35f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i0.png,45,3.5,27
S45d35f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i1.png,45,3.5,27
S45d35f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i2.png,45,3.5,27
S45d35f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i3.png,45,3.5,27
S45d35f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i4.png,45,3.5,27
S45d35f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i5.png,45,3.5,27
S45d35f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i6.png,45,3.5,27
S45d35f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i7.png,45,3.5,27
S45d35f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i8.png,45,3.5,27
S45d35f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i9.png,45,3.5,27
S45d35f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i10.png,45,3.5,27
S45d35f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i11.png,45,3.5,27
S45d35f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i12.png,45,3.5,27
S45d35f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d35/f27/S45d35f27_i13.png,45,3.5,27
S45d4f27_i0,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i0.png,45,4,27
S45d4f27_i1,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i1.png,45,4,27
S45d4f27_i2,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i2.png,45,4,27
S45d4f27_i3,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i3.png,45,4,27
S45d4f27_i4,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i4.png,45,4,27
S45d4f27_i5,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i5.png,45,4,27
S45d4f27_i6,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i6.png,45,4,27
S45d4f27_i7,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i7.png,45,4,27
S45d4f27_i8,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i8.png,45,4,27
S45d4f27_i9,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i9.png,45,4,27
S45d4f27_i10,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i10.png,45,4,27
S45d4f27_i11,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i11.png,45,4,27
S45d4f27_i12,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i12.png,45,4,27
S45d4f27_i13,/mnt/homeGPU/isalinas/data/images/S45/d4/f27/S45d4f27_i13.png,45,4,27
S50d05f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i0.png,50,0.5,27
S50d05f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i1.png,50,0.5,27
S50d05f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i2.png,50,0.5,27
S50d05f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i3.png,50,0.5,27
S50d05f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i4.png,50,0.5,27
S50d05f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i5.png,50,0.5,27
S50d05f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i6.png,50,0.5,27
S50d05f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i7.png,50,0.5,27
S50d05f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i8.png,50,0.5,27
S50d05f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i9.png,50,0.5,27
S50d05f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i10.png,50,0.5,27
S50d05f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i11.png,50,0.5,27
S50d05f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i12.png,50,0.5,27
S50d05f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d05/f27/S50d05f27_i13.png,50,0.5,27
S50d07f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i0.png,50,0.7,27
S50d07f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i1.png,50,0.7,27
S50d07f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i2.png,50,0.7,27
S50d07f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i3.png,50,0.7,27
S50d07f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i4.png,50,0.7,27
S50d07f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i5.png,50,0.7,27
S50d07f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i6.png,50,0.7,27
S50d07f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i7.png,50,0.7,27
S50d07f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i8.png,50,0.7,27
S50d07f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i9.png,50,0.7,27
S50d07f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i10.png,50,0.7,27
S50d07f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i11.png,50,0.7,27
S50d07f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i12.png,50,0.7,27
S50d07f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d07/f27/S50d07f27_i13.png,50,0.7,27
S50d09f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i0.png,50,0.9,27
S50d09f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i1.png,50,0.9,27
S50d09f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i2.png,50,0.9,27
S50d09f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i3.png,50,0.9,27
S50d09f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i4.png,50,0.9,27
S50d09f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i5.png,50,0.9,27
S50d09f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i6.png,50,0.9,27
S50d09f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i7.png,50,0.9,27
S50d09f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i8.png,50,0.9,27
S50d09f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i9.png,50,0.9,27
S50d09f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i10.png,50,0.9,27
S50d09f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i11.png,50,0.9,27
S50d09f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i12.png,50,0.9,27
S50d09f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d09/f27/S50d09f27_i13.png,50,0.9,27
S50d1f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i0.png,50,1,27
S50d1f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i1.png,50,1,27
S50d1f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i2.png,50,1,27
S50d1f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i3.png,50,1,27
S50d1f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i4.png,50,1,27
S50d1f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i5.png,50,1,27
S50d1f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i6.png,50,1,27
S50d1f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i7.png,50,1,27
S50d1f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i8.png,50,1,27
S50d1f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i9.png,50,1,27
S50d1f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i10.png,50,1,27
S50d1f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i11.png,50,1,27
S50d1f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i12.png,50,1,27
S50d1f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d1/f27/S50d1f27_i13.png,50,1,27
S50d14f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i0.png,50,1.4,27
S50d14f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i1.png,50,1.4,27
S50d14f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i2.png,50,1.4,27
S50d14f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i3.png,50,1.4,27
S50d14f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i4.png,50,1.4,27
S50d14f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i5.png,50,1.4,27
S50d14f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i6.png,50,1.4,27
S50d14f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i7.png,50,1.4,27
S50d14f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i8.png,50,1.4,27
S50d14f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i9.png,50,1.4,27
S50d14f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i10.png,50,1.4,27
S50d14f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i11.png,50,1.4,27
S50d14f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i12.png,50,1.4,27
S50d14f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d14/f27/S50d14f27_i13.png,50,1.4,27
S50d18f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i0.png,50,1.8,27
S50d18f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i1.png,50,1.8,27
S50d18f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i2.png,50,1.8,27
S50d18f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i3.png,50,1.8,27
S50d18f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i4.png,50,1.8,27
S50d18f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i5.png,50,1.8,27
S50d18f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i6.png,50,1.8,27
S50d18f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i7.png,50,1.8,27
S50d18f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i8.png,50,1.8,27
S50d18f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i9.png,50,1.8,27
S50d18f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i10.png,50,1.8,27
S50d18f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i11.png,50,1.8,27
S50d18f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i12.png,50,1.8,27
S50d18f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d18/f27/S50d18f27_i13.png,50,1.8,27
S50d35f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i0.png,50,3.5,27
S50d35f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i1.png,50,3.5,27
S50d35f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i2.png,50,3.5,27
S50d35f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i3.png,50,3.5,27
S50d35f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i4.png,50,3.5,27
S50d35f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i5.png,50,3.5,27
S50d35f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i6.png,50,3.5,27
S50d35f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i7.png,50,3.5,27
S50d35f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i8.png,50,3.5,27
S50d35f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i9.png,50,3.5,27
S50d35f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i10.png,50,3.5,27
S50d35f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i11.png,50,3.5,27
S50d35f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i12.png,50,3.5,27
S50d35f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d35/f27/S50d35f27_i13.png,50,3.5,27
S50d4f27_i0,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i0.png,50,4,27
S50d4f27_i1,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i1.png,50,4,27
S50d4f27_i2,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i2.png,50,4,27
S50d4f27_i3,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i3.png,50,4,27
S50d4f27_i4,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i4.png,50,4,27
S50d4f27_i5,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i5.png,50,4,27
S50d4f27_i6,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i6.png,50,4,27
S50d4f27_i7,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i7.png,50,4,27
S50d4f27_i8,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i8.png,50,4,27
S50d4f27_i9,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i9.png,50,4,27
S50d4f27_i10,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i10.png,50,4,27
S50d4f27_i11,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i11.png,50,4,27
S50d4f27_i12,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i12.png,50,4,27
S50d4f27_i13,/mnt/homeGPU/isalinas/data/images/S50/d4/f27/S50d4f27_i13.png,50,4,27
S55d05f27_i0,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i0.png,55,0.5,27
S55d05f27_i1,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i1.png,55,0.5,27
S55d05f27_i2,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i2.png,55,0.5,27
S55d05f27_i3,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i3.png,55,0.5,27
S55d05f27_i4,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i4.png,55,0.5,27
S55d05f27_i5,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i5.png,55,0.5,27
S55d05f27_i6,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i6.png,55,0.5,27
S55d05f27_i7,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i7.png,55,0.5,27
S55d05f27_i8,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i8.png,55,0.5,27
S55d05f27_i9,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i9.png,55,0.5,27
S55d05f27_i10,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i10.png,55,0.5,27
S55d05f27_i11,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i11.png,55,0.5,27
S55d05f27_i12,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i12.png,55,0.5,27
S55d05f27_i13,/mnt/homeGPU/isalinas/data/images/S55/d05/f27/S55d05f27_i13.png,55,0.5,27
S55d07f27_i0,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i0.png,55,0.7,27
S55d07f27_i1,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i1.png,55,0.7,27
S55d07f27_i2,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i2.png,55,0.7,27
S55d07f27_i3,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i3.png,55,0.7,27
S55d07f27_i4,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i4.png,55,0.7,27
S55d07f27_i5,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i5.png,55,0.7,27
S55d07f27_i6,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i6.png,55,0.7,27
S55d07f27_i7,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i7.png,55,0.7,27
S55d07f27_i8,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i8.png,55,0.7,27
S55d07f27_i9,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i9.png,55,0.7,27
S55d07f27_i10,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i10.png,55,0.7,27
S55d07f27_i11,/mnt/homeGPU/isalinas/data/images/S55/d07/f27/S55d07f27_i11.png,55,0.7,27
